548021|sub Y' pow x INT+ 2	mul div INT+ 1 INT+ 3 pow x INT+ 3
9118|sub Y' mul x add sqrt x mul INT+ 2 x	add mul div INT+ 2 INT+ 3 pow x INT+ 3 mul div INT+ 2 INT+ 5 pow x div INT+ 5 INT+ 2
8256|sub Y' mul INT+ 4 pow x INT+ 5	mul div INT+ 2 INT+ 3 pow x INT+ 6
7695|sub Y' add pow x INT+ 3 sin x	add mul INT- 1 cos x mul div INT+ 1 INT+ 4 pow x INT+ 4
7342|sub Y' mul cos x sin x	mul div INT+ 1 INT+ 2 pow sin x INT+ 2
6861|sub Y' cos add INT+ 1 mul INT+ 2 x	mul div INT+ 1 INT+ 2 sin add INT+ 1 mul INT+ 2 x
6384|sub Y' ln add INT+ 2 x	add mul INT- 1 x add mul INT+ 2 ln add INT+ 2 x mul x ln add INT+ 2 x
6101|sub Y' add x ln mul INT+ 3 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 x mul x ln mul INT+ 3 x
5742|sub Y' add mul INT- 1 x mul INT- 1 exp x	add mul INT- 1 exp x mul div INT- 1 INT+ 2 pow x INT+ 2
5404|sub Y' mul pow x INT+ 2 cos mul INT+ 2 x	add mul div INT- 1 INT+ 4 sin mul INT+ 2 x add mul div INT+ 1 INT+ 2 mul x cos mul INT+ 2 x mul div INT+ 1 INT+ 2 mul pow x INT+ 2 sin mul INT+ 2 x
5128|sub Y' add pow x INT+ 2 mul INT- 1 ln x	add x add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul INT- 1 mul x ln x
4905|sub Y' mul pow x INT+ 3 sinh x	add mul INT- 6 sinh x add mul pow x INT+ 3 cosh x add mul INT- 3 mul pow x INT+ 2 sinh x mul INT+ 6 mul x cosh x
4657|sub Y' mul x add INT+ 1 sqrt x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 2 INT+ 5 pow x div INT+ 5 INT+ 2
4433|sub Y' mul pow x INT+ 2 exp mul INT- 2 x	mul div INT+ 1 INT+ 4 mul add INT- 1 add mul INT- 2 x mul INT- 2 pow x INT+ 2 exp mul INT- 2 x
4196|sub Y' mul pow INT+ 2 div INT+ 1 INT+ 4 pow x div INT+ 1 INT+ 4	mul div INT+ 4 INT+ 5 mul pow INT+ 2 div INT+ 1 INT+ 4 pow x div INT+ 5 INT+ 4
3933|sub Y' mul div INT+ 1 INT+ 9 x	mul div INT+ 1 INT+ 1 8 pow x INT+ 2
3696|sub Y' mul x sin mul INT+ 2 pow x INT+ 2	mul div INT- 1 INT+ 4 cos mul INT+ 2 pow x INT+ 2
3488|sub Y' pow add x ln x INT+ 3	add mul INT- 6 x add mul div INT- 1 INT+ 3 pow x INT+ 3 add mul div INT+ 1 INT+ 4 pow x INT+ 4 add mul div INT+ 3 INT+ 4 pow x INT+ 2 add mul x pow ln x INT+ 3 add mul pow ln x INT+ 2 add mul INT- 3 x mul div INT+ 3 INT+ 2 pow x INT+ 2 mul add pow x INT+ 3 add mul INT+ 6 x mul div INT- 3 INT+ 2 pow x INT+ 2 ln x
3278|sub Y' mul x exp add INT+ 2 x	mul add INT- 1 x exp add INT+ 2 x
3144|sub Y' add x mul INT- 1 mul x add INT+ 4 x	add mul div INT- 3 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 3 pow x INT+ 3
3030|sub Y' ln mul x add INT+ 4 x	add mul INT- 2 x add mul INT+ 4 ln add INT+ 4 x mul x ln mul x add INT+ 4 x
2918|sub Y' mul INT+ 2 mul x cos pow x INT+ 2	sin pow x INT+ 2
2781|sub Y' mul INT+ 2 mul x sin pow x INT+ 2	mul INT- 1 cos pow x INT+ 2
2640|sub Y' exp asin x	add mul div INT+ 1 INT+ 2 mul x exp asin x mul div INT+ 1 INT+ 2 mul sqrt add INT+ 1 mul INT- 1 pow x INT+ 2 exp asin x
2497|sub Y' mul pow x INT- 1 add INT+ 3 mul INT+ 3 x	add mul INT+ 3 x mul INT+ 3 ln x
2349|sub Y' add mul INT+ 3 x mul INT+ 5 pow x INT- 1	add mul INT+ 5 ln x mul div INT+ 3 INT+ 2 pow x INT+ 2
2249|sub Y' mul INT+ 2 mul pow x INT+ 3 add INT+ 1 x	add mul div INT+ 1 INT+ 2 pow x INT+ 4 mul div INT+ 2 INT+ 5 pow x INT+ 5
2143|sub Y' add pow x INT- 1 pow x INT+ 3	add mul div INT+ 1 INT+ 4 pow x INT+ 4 ln x
2059|sub Y' pow add INT+ 2 pow x INT+ 2 INT+ 2	add mul INT+ 4 x add mul div INT+ 1 INT+ 5 pow x INT+ 5 mul div INT+ 4 INT+ 3 pow x INT+ 3
1989|sub Y' add x pow tanh x INT+ 2	add x add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT- 1 tanh x
1936|sub Y' add atanh x sin x	add mul INT- 1 atanh x add mul INT- 1 cos x add mul x atanh x ln add INT+ 1 x
1867|sub Y' mul x add x pow x div INT- 1 INT+ 2	add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 2 INT+ 3 pow x div INT+ 3 INT+ 2
1798|sub Y' mul cos x sinh x	add mul div INT+ 1 INT+ 2 mul cos x cosh x mul div INT+ 1 INT+ 2 mul sin x sinh x
1727|sub Y' add x mul INT+ 2 mul pow x INT+ 2 cos x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 4 sin x add mul INT+ 2 mul pow x INT+ 2 sin x mul INT+ 4 mul x cos x
1661|sub Y' mul INT+ 4 pow x div INT+ 7 INT+ 2	mul div INT+ 8 INT+ 9 pow x div INT+ 9 INT+ 2
1605|sub Y' add x mul INT+ 2 4 3 pow x INT+ 5	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 8 1 INT+ 2 pow x INT+ 6
1543|sub Y' ln add INT+ 3 mul INT+ 3 x	add mul INT- 1 x add mul x ln add INT+ 3 mul INT+ 3 x ln add INT+ 1 x
1496|sub Y' add pow x INT+ 2 mul div INT+ 6 INT+ 5 x	add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 3 INT+ 5 pow x INT+ 2
1452|sub Y' add mul INT- 2 x atan x	add mul INT- 1 pow x INT+ 2 add mul div INT- 1 INT+ 2 ln add INT+ 1 pow x INT+ 2 mul x atan x
1410|sub Y' mul x asin mul INT+ 3 x	add mul div INT- 1 INT+ 3 6 asin mul INT+ 3 x add mul div INT+ 1 INT+ 2 mul pow x INT+ 2 asin mul INT+ 3 x mul div INT+ 1 INT+ 1 2 mul x sqrt add INT+ 1 mul INT- 9 pow x INT+ 2
1368|sub Y' add mul INT+ 2 x mul x add x sqrt x	add pow x INT+ 2 add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 2 INT+ 5 pow x div INT+ 5 INT+ 2
1332|sub Y' add INT+ 5 add mul INT- 1 x mul INT- 1 pow x INT+ 2	add mul INT+ 5 x add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 3 pow x INT+ 3
1297|sub Y' add x mul div INT+ 1 INT+ 3 sqrt x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 2 INT+ 9 pow x div INT+ 3 INT+ 2
1261|sub Y' add mul INT+ 3 pow x INT+ 2 exp x	add pow x INT+ 3 exp x
1229|sub Y' add x mul x add pow x INT+ 3 mul INT+ 2 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 5 pow x INT+ 5 mul div INT+ 2 INT+ 3 pow x INT+ 3
1194|sub Y' add INT- 4 add pow x INT+ 2 mul INT+ 2 x	add pow x INT+ 2 add mul INT- 4 x mul div INT+ 1 INT+ 3 pow x INT+ 3
1156|sub Y' ln add INT+ 5 mul INT- 1 x	add mul INT- 1 x add mul INT- 5 ln add INT- 5 x mul x ln add INT+ 5 mul INT- 1 x
1121|sub Y' mul div INT+ 1 INT+ 2 mul x add INT+ 4 x	add pow x INT+ 2 mul div INT+ 1 INT+ 6 pow x INT+ 3
1094|sub Y' mul pow x INT- 2 add INT- 1 x	add pow x INT- 1 ln x
1067|sub Y' add x mul x add INT+ 8 x	add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 9 INT+ 2 pow x INT+ 2
1043|sub Y' add x cos add INT- 2 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 sin add INT- 2 x
1017|sub Y' mul pow x INT+ 3 pow add INT+ 1 x INT+ 2	add mul div INT+ 1 INT+ 4 pow x INT+ 4 add mul div INT+ 1 INT+ 6 pow x INT+ 6 mul div INT+ 2 INT+ 5 pow x INT+ 5
986|sub Y' mul pow x INT+ 2 pow sin INT+ 1 INT+ 2	mul div INT+ 1 INT+ 3 mul pow x INT+ 3 pow sin INT+ 1 INT+ 2
960|sub Y' add mul INT+ 2 x tan mul INT+ 4 x	add pow x INT+ 2 mul div INT- 1 INT+ 4 ln cos mul INT+ 4 x
935|sub Y' add div INT+ 1 INT+ 3 mul INT- 1 x	add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 3 x
911|sub Y' mul INT+ 3 mul x add INT+ 1 mul INT- 1 x	add mul INT- 1 pow x INT+ 3 mul div INT+ 3 INT+ 2 pow x INT+ 2
889|sub Y' add pow x INT+ 3 mul INT+ 4 pow x INT- 1	add mul INT+ 4 ln x mul div INT+ 1 INT+ 4 pow x INT+ 4
852|sub Y' mul pow x INT+ 2 sin mul INT+ 4 x	add mul div INT+ 1 INT+ 3 2 cos mul INT+ 4 x add mul div INT- 1 INT+ 4 mul pow x INT+ 2 cos mul INT+ 4 x mul div INT+ 1 INT+ 8 mul x sin mul INT+ 4 x
836|sub Y' mul INT+ 3 mul x ln mul INT+ 2 x	add mul div INT- 3 INT+ 4 pow x INT+ 2 mul div INT+ 3 INT+ 2 mul pow x INT+ 2 ln mul INT+ 2 x
818|sub Y' add INT+ 2 tan mul INT+ 2 x	add mul INT+ 2 x mul div INT- 1 INT+ 2 ln cos mul INT+ 2 x
801|sub Y' add x pow add INT+ 3 x INT+ 5	add mul INT+ 3 pow x INT+ 5 add mul INT+ 9 0 pow x INT+ 3 add mul INT+ 2 0 3 pow x INT+ 2 add mul INT+ 2 4 3 x add mul div INT+ 1 INT+ 6 pow x INT+ 6 mul div INT+ 4 5 INT+ 2 pow x INT+ 4
787|sub Y' mul pow x INT- 2 ln INT+ 2	mul INT- 1 mul pow x INT- 1 ln INT+ 2
774|sub Y' add INT+ 2 tanh x	add mul INT- 1 ln add INT+ 1 tanh x mul INT+ 3 x
761|sub Y' add x acos add INT+ 3 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 sqrt add INT- 8 add mul INT- 1 pow x INT+ 2 mul INT- 6 x add mul INT+ 3 acos add INT+ 3 x mul x acos add INT+ 3 x
747|sub Y' mul pow x INT- 2 sin INT+ 4	mul INT- 1 mul pow x INT- 1 sin INT+ 4
733|sub Y' pow sin mul INT+ 4 x INT+ 2	add mul div INT+ 1 INT+ 2 x mul div INT- 1 INT+ 8 mul cos mul INT+ 4 x sin mul INT+ 4 x
720|sub Y' add sqrt x add mul INT- 1 x ln x	add mul INT- 1 x add mul div INT- 1 INT+ 2 pow x INT+ 2 add mul div INT+ 2 INT+ 3 pow x div INT+ 3 INT+ 2 mul x ln x
705|sub Y' mul pow x INT+ 2 add INT+ 4 sin x	add mul INT+ 2 cos x add mul div INT+ 4 INT+ 3 pow x INT+ 3 add mul INT- 1 mul pow x INT+ 2 cos x mul INT+ 2 mul x sin x
689|sub Y' mul x pow add INT+ 3 mul INT+ 2 x INT+ 2	add pow x INT+ 4 add mul INT+ 4 pow x INT+ 3 mul div INT+ 9 INT+ 2 pow x INT+ 2
674|sub Y' add x mul add INT+ 1 x ln x	add mul INT- 1 x add mul div INT+ 1 INT+ 4 pow x INT+ 2 mul add x mul div INT+ 1 INT+ 2 pow x INT+ 2 ln x
660|sub Y' add x mul INT- 1 pow cos x INT+ 3	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 sin x mul div INT+ 1 INT+ 3 pow sin x INT+ 3
646|sub Y' add INT+ 5 mul INT- 1 tan x	add mul INT+ 5 x ln cos x
634|sub Y' add cos mul INT+ 2 x sin x	add mul div INT+ 1 INT+ 2 sin mul INT+ 2 x mul INT- 1 cos x
620|sub Y' mul INT+ 5 mul x ln INT+ 5	mul div INT+ 5 INT+ 2 mul pow x INT+ 2 ln INT+ 5
607|sub Y' mul x add sqrt INT+ 3 mul INT+ 2 x	add mul div INT+ 2 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 2 mul sqrt INT+ 3 pow x INT+ 2
595|sub Y' ln add INT+ 2 mul INT+ 4 x	add mul div INT+ 1 INT+ 2 ln add INT+ 1 mul INT+ 2 x add mul INT- 1 x mul x ln add INT+ 2 mul INT+ 4 x
581|sub Y' add mul INT+ 3 ln x mul INT+ 4 x	add mul INT- 3 x add mul INT+ 2 pow x INT+ 2 mul INT+ 3 mul x ln x
569|sub Y' pow add INT+ 3 pow x INT+ 3 INT+ 2	add mul INT+ 9 x add mul div INT+ 1 INT+ 7 pow x INT+ 7 mul div INT+ 3 INT+ 2 pow x INT+ 4
559|sub Y' add x mul INT+ 3 mul x add INT+ 2 x	add pow x INT+ 3 mul div INT+ 7 INT+ 2 pow x INT+ 2
549|sub Y' add mul INT+ 5 x mul INT+ 1 5 pow x INT+ 2	add mul INT+ 5 pow x INT+ 3 mul div INT+ 5 INT+ 2 pow x INT+ 2
540|sub Y' mul pow x INT+ 5 add x exp x	add mul div INT+ 1 INT+ 7 pow x INT+ 7 mul add INT- 1 2 0 add pow x INT+ 5 add mul INT- 6 0 pow x INT+ 2 add mul INT- 5 pow x INT+ 4 add mul INT+ 2 0 pow x INT+ 3 mul INT+ 1 2 0 x exp x
532|sub Y' mul INT+ 3 mul sqrt INT+ 3 pow x INT+ 2	mul sqrt INT+ 3 pow x INT+ 3
525|sub Y' mul x exp exp INT+ 3	mul div INT+ 1 INT+ 2 mul pow x INT+ 2 exp exp INT+ 3
518|sub Y' mul pow x INT+ 2 pow add x pow x INT+ 2 INT+ 3	add mul div INT+ 1 INT+ 6 pow x INT+ 6 add mul div INT+ 1 INT+ 9 pow x INT+ 9 add mul div INT+ 3 INT+ 7 pow x INT+ 7 mul div INT+ 3 INT+ 8 pow x INT+ 8
511|sub Y' mul x add x mul x add INT+ 2 mul INT+ 2 x	add pow x INT+ 3 mul div INT+ 1 INT+ 2 pow x INT+ 4
504|sub Y' mul x pow add INT+ 4 mul INT+ 2 pow x INT+ 2 INT- 1	mul div INT+ 1 INT+ 4 ln add INT+ 2 pow x INT+ 2
496|sub Y' pow add INT- 1 pow x INT+ 2 INT+ 2	add x add mul div INT- 2 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 5 pow x INT+ 5
489|sub Y' add INT+ 5 add mul INT- 1 x mul INT+ 2 pow x INT+ 2	add mul INT+ 5 x add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT+ 2 INT+ 3 pow x INT+ 3
482|sub Y' mul x sin exp INT+ 4	mul div INT+ 1 INT+ 2 mul pow x INT+ 2 sin exp INT+ 4
474|sub Y' add INT+ 1 add x tan INT+ 2	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul x add INT+ 1 tan INT+ 2
466|sub Y' add INT- 1 add mul INT+ 2 x cos x	add pow x INT+ 2 add mul INT- 1 x sin x
458|sub Y' mul INT+ 3 mul pow x INT+ 2 sin INT+ 1	mul pow x INT+ 3 sin INT+ 1
450|sub Y' mul pow x INT- 1 add x pow x div INT- 1 INT+ 2	add x mul INT- 2 pow x div INT- 1 INT+ 2
442|sub Y' mul x add INT+ 1 exp mul INT+ 2 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 4 mul add INT- 1 mul INT+ 2 x exp mul INT+ 2 x
434|sub Y' pow add INT+ 4 mul INT- 1 x INT+ 4	add mul INT- 1 2 8 pow x INT+ 2 add mul INT- 4 pow x INT+ 4 add mul INT+ 3 2 pow x INT+ 3 add mul INT+ 2 5 6 x mul div INT+ 1 INT+ 5 pow x INT+ 5
426|sub Y' mul x add INT+ 5 add pow x INT+ 3 mul INT+ 2 x	add mul div INT+ 1 INT+ 5 pow x INT+ 5 add mul div INT+ 2 INT+ 3 pow x INT+ 3 mul div INT+ 5 INT+ 2 pow x INT+ 2
418|sub Y' mul x pow add INT+ 4 x INT- 3	mul INT- 1 mul pow add INT+ 1 6 add pow x INT+ 2 mul INT+ 8 x INT- 1 add INT+ 2 x
410|sub Y' ln mul div INT+ 1 INT+ 2 sqrt x	add mul div INT- 1 INT+ 2 x add mul div INT+ 1 INT+ 2 mul x ln x mul INT- 1 mul x ln INT+ 2
402|sub Y' add pow x INT+ 2 mul pow x INT+ 2 add INT+ 3 x	add mul div INT+ 1 INT+ 4 pow x INT+ 4 mul div INT+ 4 INT+ 3 pow x INT+ 3
395|sub Y' mul x add x mul x sin INT+ 2	mul pow x INT+ 3 add div INT+ 1 INT+ 3 mul div INT+ 1 INT+ 3 sin INT+ 2
386|sub Y' add x mul div INT+ 1 INT+ 5 mul x cos x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 1 INT+ 5 cos x mul div INT+ 1 INT+ 5 mul x sin x
380|sub Y' add x mul INT+ 4 pow add INT+ 3 x INT- 1	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul INT+ 4 ln add INT+ 3 x
373|sub Y' mul sqrt INT+ 1 1 sqrt x	mul div INT+ 2 INT+ 3 mul sqrt INT+ 1 1 pow x div INT+ 3 INT+ 2
366|sub Y' mul pow x INT+ 2 pow add INT+ 6 x INT+ 2	add mul INT+ 3 pow x INT+ 4 add mul INT+ 1 2 pow x INT+ 3 mul div INT+ 1 INT+ 5 pow x INT+ 5
360|sub Y' add x add mul INT+ 5 pow x INT+ 2 exp x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 5 INT+ 3 pow x INT+ 3 exp x
353|sub Y' add pow add x pow x INT+ 2 INT- 1 mul INT+ 2 x	add pow x INT+ 2 add mul INT- 1 ln add INT+ 1 x ln x
347|sub Y' add mul INT- 1 sin x acos x	add mul INT- 1 sqrt add INT+ 1 mul INT- 1 pow x INT+ 2 add mul x acos x cos x
341|sub Y' add x add pow x INT+ 4 mul INT- 1 cos x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul INT- 1 sin x mul div INT+ 1 INT+ 5 pow x INT+ 5
336|sub Y' mul x mul add INT+ 4 x acosh x	add mul INT- 1 acosh x add mul div INT- 2 INT+ 9 sqrt add INT- 1 pow x INT+ 2 add mul INT- 1 mul x sqrt add INT- 1 pow x INT+ 2 add mul INT+ 2 mul pow x INT+ 2 acosh x add mul div INT- 1 INT+ 9 mul pow x INT+ 2 sqrt add INT- 1 pow x INT+ 2 mul div INT+ 1 INT+ 3 mul pow x INT+ 3 acosh x
331|sub Y' mul INT+ 4 mul x exp INT- 1	mul INT+ 2 mul pow x INT+ 2 exp INT- 1
325|sub Y' add INT+ 6 pow x INT+ 4	add mul INT+ 6 x mul div INT+ 1 INT+ 5 pow x INT+ 5
321|sub Y' mul pow x INT+ 3 exp INT+ 9	mul div INT+ 1 INT+ 4 mul pow x INT+ 4 exp INT+ 9
316|sub Y' mul pow x INT- 1 pow add INT- 5 x INT- 1	add mul div INT- 1 INT+ 5 ln x mul div INT+ 1 INT+ 5 ln add INT- 5 x
311|sub Y' add pow x INT+ 2 mul x tan INT+ 3	add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 1 INT+ 2 mul pow x INT+ 2 tan INT+ 3
307|sub Y' add sqrt x add mul INT- 1 x mul INT- 1 ln x	add x add mul div INT- 1 INT+ 2 pow x INT+ 2 add mul div INT+ 2 INT+ 3 pow x div INT+ 3 INT+ 2 mul INT- 1 mul x ln x
302|sub Y' pow sin x INT+ 1 2	add mul div INT+ 2 3 1 INT+ 1 0 2 4 x add mul div INT- 2 3 1 INT+ 1 0 2 4 mul cos x sin x add mul div INT- 7 7 INT+ 5 1 2 mul pow sin x INT+ 3 cos x add mul div INT- 7 7 INT+ 6 4 0 mul pow sin x INT+ 5 cos x add mul div INT- 3 3 INT+ 3 2 0 mul pow sin x INT+ 7 cos x add mul div INT- 1 1 INT+ 1 2 0 mul pow sin x INT+ 9 cos x mul div INT- 1 INT+ 1 2 mul pow sin x INT+ 1 1 cos x
298|sub Y' mul div INT+ 1 INT+ 3 2 pow x INT- 2	mul div INT- 1 INT+ 3 2 pow x INT- 1
294|sub Y' mul pow x INT- 1 add x ln sqrt x	add x pow ln sqrt x INT+ 2
289|sub Y' add mul INT- 1 x mul div INT+ 1 INT+ 4 pow x INT- 2	add mul div INT- 1 INT+ 2 pow x INT+ 2 mul div INT- 1 INT+ 4 pow x INT- 1
285|sub Y' add mul INT+ 3 x sin add INT+ 1 x	add mul INT- 1 cos add INT+ 1 x mul div INT+ 3 INT+ 2 pow x INT+ 2
281|sub Y' mul x add pow x INT+ 2 tan INT+ 4	add mul div INT+ 1 INT+ 4 pow x INT+ 4 mul div INT+ 1 INT+ 2 mul pow x INT+ 2 tan INT+ 4
273|sub Y' mul pow x INT+ 4 add INT+ 2 pow x INT+ 2	add mul div INT+ 1 INT+ 7 pow x INT+ 7 mul div INT+ 2 INT+ 5 pow x INT+ 5
269|sub Y' pow add x mul x exp x INT+ 4	add mul div INT+ 1 INT+ 5 pow x INT+ 5 add mul div INT+ 1 INT+ 2 0 7 3 6 mul add INT+ 4 8 6 add mul INT- 5 1 8 4 pow x INT+ 3 add mul INT- 1 9 4 4 x add mul INT+ 3 8 8 8 pow x INT+ 2 mul INT+ 5 1 8 4 pow x INT+ 4 exp mul INT+ 4 x add mul div INT+ 1 INT+ 2 0 7 3 6 mul add INT+ 8 1 9 2 add mul INT- 3 6 8 6 4 pow x INT+ 3 add mul INT- 2 4 5 7 6 x add mul INT+ 2 7 6 4 8 pow x INT+ 4 mul INT+ 3 6 8 6 4 pow x INT+ 2 exp mul INT+ 3 x add mul div INT+ 1 INT+ 2 0 7 3 6 mul add INT+ 9 3 3 1 2 add mul INT- 1 8 6 6 2 4 x add mul INT- 1 2 4 4 1 6 pow x INT+ 3 add mul INT+ 6 2 2 0 8 pow x INT+ 4 mul INT+ 1 8 6 6 2 4 pow x INT+ 2 exp mul INT+ 2 x mul div INT+ 1 INT+ 2 0 7 3 6 mul add INT+ 1 9 9 0 6 5 6 add mul INT- 1 9 9 0 6 5 6 x add mul INT- 3 3 1 7 7 6 pow x INT+ 3 add mul INT+ 8 2 9 4 4 pow x INT+ 4 mul INT+ 9 9 5 3 2 8 pow x INT+ 2 exp x
266|sub Y' mul INT+ 5 mul pow x INT- 1 add x sqrt x	add mul INT+ 5 x mul INT+ 1 0 sqrt x
262|sub Y' add mul div INT+ 1 INT+ 3 x mul div INT+ 1 INT+ 3 atan x	add mul div INT- 1 INT+ 6 ln add INT+ 1 pow x INT+ 2 add mul div INT+ 1 INT+ 6 pow x INT+ 2 mul div INT+ 1 INT+ 3 mul x atan x
259|sub Y' add pow x INT+ 2 mul INT+ 4 pow x INT+ 5	add mul div INT+ 1 INT+ 3 pow x INT+ 3 mul div INT+ 2 INT+ 3 pow x INT+ 6
256|sub Y' add x pow x INT+ 2 4	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul div INT+ 1 INT+ 2 5 pow x INT+ 2 5
253|sub Y' mul pow x INT+ 3 pow add INT- 4 x INT+ 3	add mul INT- 1 6 pow x INT+ 4 add mul INT- 2 pow x INT+ 6 add mul div INT+ 1 INT+ 7 pow x INT+ 7 mul div INT+ 4 8 INT+ 5 pow x INT+ 5
250|sub Y' mul pow x INT+ 2 add INT+ 3 add x sin x	add pow x INT+ 3 add mul INT+ 2 cos x add mul div INT+ 1 INT+ 4 pow x INT+ 4 add mul INT- 1 mul pow x INT+ 2 cos x mul INT+ 2 mul x sin x
247|sub Y' mul div INT+ 1 INT+ 2 5 6 pow x INT- 1	mul div INT+ 1 INT+ 2 5 6 ln x
244|sub Y' mul INT+ 1 5 mul pow x INT+ 2 exp x	mul add INT+ 3 0 add mul INT- 3 0 x mul INT+ 1 5 pow x INT+ 2 exp x
241|sub Y' add mul INT- 1 x mul INT+ 5 mul x exp x	add mul div INT- 1 INT+ 2 pow x INT+ 2 mul add INT- 5 mul INT+ 5 x exp x
238|sub Y' mul x mul add pow x INT+ 2 mul INT- 1 x exp x	mul add INT- 8 add pow x INT+ 3 add mul INT- 4 pow x INT+ 2 mul INT+ 8 x exp x
235|sub Y' mul x ln INT+ 6 4	mul INT+ 3 mul pow x INT+ 2 ln INT+ 2
233|sub Y' add x mul x add mul INT- 1 x acosh x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT- 1 INT+ 3 pow x INT+ 3 add mul div INT- 1 INT+ 4 acosh x add mul div INT+ 1 INT+ 2 mul pow x INT+ 2 acosh x mul div INT- 1 INT+ 4 mul x sqrt add INT- 1 pow x INT+ 2
230|sub Y' add x cos exp INT+ 5	add mul div INT+ 1 INT+ 2 pow x INT+ 2 mul x cos exp INT+ 5
227|sub Y' add x atan mul INT+ 3 pow x INT- 1	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT+ 3 INT+ 2 ln add INT+ 9 pow x INT+ 2 mul x atan mul INT+ 3 pow x INT- 1
225|sub Y' add x add pow x INT+ 2 tan mul INT+ 3 x	add mul div INT+ 1 INT+ 2 pow x INT+ 2 add mul div INT- 1 INT+ 3 ln cos mul INT+ 3 x mul div INT+ 1 INT+ 3 pow x INT+ 3
